atr_bpn_id,NIK,asset_type,certificate_type,certificate_number,provinsi,kota,kecamatan,kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,nilai_tanah_total,nilai_bangunan_total,total_collateral_value,ownership_match
ATR000828,3174016912930828,Ruko,HGB,16393/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,62.2,79.8,7980000,3290000,496356000,262542000,758898000,Ya
ATR000829,3276012710920829,Gudang,SHM,72097/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,177.6,184.1,17470000,4760000,3102672000,876316000,3978988000,Ya
ATR000830,3271010212970830,Tanah,SHM,77939/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,326.3,0.0,26030000,6310000,8493589000,0,8493589000,Ya
ATR000831,3171012805730831,Ruko,HGB,45214/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,265.2,272.5,28520000,4700000,7563504000,1280750000,8844254000,Ya
ATR000832,3174016508910832,Ruko,HGB,32171/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,121.6,121.4,25670000,5180000,3121472000,628852000,3750324000,Ya
ATR000833,3276012507880833,Tanah,HGB,14261/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,201.8,0.0,6740000,3060000,1360132000,0,1360132000,Ya
ATR000834,3671014510940834,Rumah,SHM,75823/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,317.5,386.8,7880000,3680000,2501900000,1423424000,3925324000,Ya
ATR000835,3671016108710835,Rumah,HGB,30095/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,65.6,67.5,30920000,4940000,2028352000,333450000,2361802000,Ya
ATR000836,3171015212810836,Rumah,SHM,61999/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,68.1,79.5,9140000,3210000,622434000,255195000,877629000,Ya
ATR000837,3271015611780837,Ruko,SHM,47751/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,355.3,441.0,11710000,3460000,4160563000,1525860000,5686423000,Ya
ATR000838,3276014212850838,Rumah,SHM,21846/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,255.1,207.7,25760000,5640000,6571376000,1171428000,7742804000,Ya
ATR000839,3173010211660839,Ruko,SHM,93395/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,327.7,244.2,7760000,3900000,2542952000,952380000,3495332000,Ya
ATR000840,3175011609770840,Tanah,HGB,77213/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,391.1,0.0,8109999,3360000,3171821000,0,3171821000,Ya
ATR000841,3276013105010841,Rumah,SHM,61609/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,152.3,186.3,26950000,5580000,4104485000,1039554000,5144039000,Ya
ATR000842,3671016708950842,Ruko,SHM,26087/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,204.9,238.9,13100000,3670000,2684190000,876763000,3560953000,Ya
ATR000843,3276015211810843,Gudang,SHM,70338/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,337.9,420.5,35140000,5910000,11873806000,2485155000,14358961000,Ya
ATR000844,3674016805830844,Rumah,SHM,82667/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,356.0,201.8,6850000,3660000,2438600000,738588000,3177188000,Ya
ATR000845,3276010711920845,Ruko,SHM,37481/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,227.5,194.2,38010000,5810000,8647275000,1128302000,9775577000,Ya
ATR000846,3275011712790846,Gudang,SHM,53165/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,114.9,110.0,24020000,5390000,2759898000,592900000,3352798000,Ya
ATR000847,3671011302710847,Rumah,SHM,55379/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,110.7,79.1,7670000,3500000,849069000,276850000,1125919000,Ya
ATR000848,3172010706700848,Ruko,SHM,78039/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,79.3,41.8,27090000,5830000,2148237000,243694000,2391931000,Ya
ATR000849,3674011309860849,Gudang,HGB,26159/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,278.1,196.9,10040000,4250000,2792124000,836825000,3628949000,Ya
ATR000850,3171015105710850,Tanah,HGB,25221/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,138.2,0.0,9730000,3500000,1344686000,0,1344686000,Ya
ATR000851,3671016406810851,Tanah,HGB,32867/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,340.9,0.0,16830000,4610000,5737347000,0,5737347000,Ya
ATR000852,3172012106820852,Ruko,HGB,34723/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,113.1,123.3,6710000,3570000,758901000,440181000,1199082000,Ya
ATR000853,3271017005650853,Tanah,HGB,40477/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,87.6,0.0,45910000,5380000,4021716000,0,4021716000,Tidak
ATR000854,3175010406940854,Ruko,SHM,23268/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,392.3,445.3,7330000,3480000,2875559000,1549644000,4425203000,Ya
ATR000855,3671014311900855,Ruko,SHM,89849/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,158.4,138.5,25900000,5060000,4102560000,700810000,4803370000,Ya
ATR000856,3671012505750856,Tanah,HGB,87846/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,172.3,0.0,16309999,4640000,2810213000,0,2810213000,Ya
ATR000857,3671012711980857,Ruko,HGB,24671/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,377.7,397.1,24130000,5080000,9113901000,2017268000,11131169000,Ya
ATR000858,3671016210720858,Ruko,HGB,18585/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,65.5,75.6,7760000,4240000,508280000,320544000,828824000,Tidak
ATR000859,3171015704980859,Tanah,SHM,96836/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,160.0,0.0,22830000,5610000,3652800000,0,3652800000,Ya
ATR000860,3175012709990860,Gudang,SHM,96912/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,354.3,206.3,23970000,6060000,8492571000,1250178000,9742749000,Ya
ATR000861,3671012006870861,Tanah,SHM,85324/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,347.9,0.0,25580000,5580000,8899282000,0,8899282000,Ya
ATR000862,3172011905780862,Rumah,HGB,74798/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,265.1,277.3,9200000,3720000,2438920000,1031556000,3470476000,Ya
ATR000863,3275017101720863,Rumah,SHM,74036/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,321.3,218.8,23270000,4600000,7476651000,1006480000,8483131000,Ya
ATR000864,3275011306660864,Rumah,HGB,69484/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,314.0,211.9,10420000,3560000,3271880000,754364000,4026244000,Ya
ATR000865,3172011305920865,Tanah,SHM,65348/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,348.8,0.0,34540000,6420000,12047552000,0,12047552000,Ya
ATR000866,3174015204870866,Tanah,SHM,21149/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,222.7,0.0,33860000,5220000,7540622000,0,7540622000,Ya
ATR000867,3671010408950867,Rumah,SHM,96468/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,64.7,36.6,20410000,4290000,1320527000,157014000,1477541000,Ya
ATR000868,3173015804700868,Tanah,SHM,16648/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,205.0,0.0,30430000,4960000,6238150000,0,6238150000,Ya
ATR000869,3671011912000869,Tanah,HGB,34605/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,285.7,0.0,62680000,5620000,17907676000,0,17907676000,Ya
ATR000870,3276015202780870,Gudang,SHM,33346/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,256.1,243.6,9000000,3310000,2304900000,806316000,3111216000,Ya
ATR000871,3276016311840871,Rumah,HGB,78848/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,264.3,204.2,18000000,4080000,4757400000,833136000,5590536000,Ya
ATR000872,3671012007770872,Ruko,SHM,32351/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,303.0,222.6,25190000,5510000,7632570000,1226526000,8859096000,Ya
ATR000873,3174011907750873,Tanah,SHM,33771/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,329.3,0.0,12630000,4220000,4159059000,0,4159059000,Tidak
ATR000874,3175014305030874,Ruko,SHM,83100/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,160.6,80.4,20490000,4580000,3290694000,368232000,3658926000,Ya
ATR000875,3275015708940875,Ruko,HGB,72195/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,275.5,268.5,5980000,3630000,1647490000,974655000,2622145000,Ya
ATR000876,3671010603840876,Gudang,HGB,37158/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,286.1,270.4,42880000,5340000,12267968000,1443936000,13711904000,Ya
ATR000877,3671010112700877,Ruko,SHM,42578/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,342.7,423.1,7840000,3000000,2686768000,1269300000,3956068000,Ya
ATR000878,3271012807940878,Tanah,HGB,83643/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,307.8,0.0,7590000,3010000,2336202000,0,2336202000,Ya
ATR000879,3173017008660879,Gudang,SHM,72878/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,302.1,237.2,7870000,3070000,2377527000,728204000,3105731000,Ya
ATR000880,3175015205990880,Tanah,SHM,65607/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,349.4,0.0,20470000,4590000,7152218000,0,7152218000,Ya
ATR000881,3171011409950881,Tanah,HGB,95131/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,88.9,0.0,9130000,3470000,811657000,0,811657000,Ya
ATR000882,3275015012910882,Rumah,SHM,68507/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,192.2,133.0,39530000,5670000,7597666000,754110000,8351776000,Ya
ATR000883,3671011203020883,Rumah,SHM,19766/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,120.1,154.9,29500000,5550000,3542950000,859695000,4402645000,Ya
ATR000884,3674015103780884,Ruko,HGB,45383/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,398.5,385.0,9300000,3410000,3706050000,1312850000,5018900000,Ya
ATR000885,3671012208740885,Ruko,SHM,80819/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,196.9,204.4,9490000,3400000,1868581000,694960000,2563541000,Ya
ATR000886,3671010603890886,Tanah,HGB,95199/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,275.0,0.0,24880000,5630000,6842000000,0,6842000000,Ya
ATR000887,3276014311000887,Ruko,SHM,81267/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,298.2,328.8,9450000,3600000,2817990000,1183680000,4001670000,Ya
ATR000888,3671014204810888,Tanah,SHM,68377/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,270.5,0.0,49830000,5580000,13479015000,0,13479015000,Ya
ATR000889,3671014103920889,Ruko,HGB,61863/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,210.6,209.3,49720000,5450000,10471032000,1140685000,11611717000,Ya
ATR000890,3171015505850890,Rumah,HGB,51046/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,387.6,227.3,17880000,4620000,6930288000,1050126000,7980414000,Ya
ATR000891,3171011104680891,Tanah,HGB,11999/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,89.3,0.0,21680000,4580000,1936024000,0,1936024000,Ya
ATR000892,3275016505970892,Rumah,SHM,56671/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,245.1,168.4,29160000,6030000,7147116000,1015452000,8162568000,Ya
ATR000893,3671015906970893,Ruko,SHM,36799/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,229.4,241.2,24990000,4990000,5732706000,1203588000,6936294000,Ya
ATR000894,3172017005970894,Ruko,SHM,97442/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,365.3,419.3,16399999,4490000,5990920000,1882657000,7873577000,Ya
ATR000895,3276014506710895,Ruko,SHM,97523/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,277.9,242.6,49880000,6890000,13861652000,1671514000,15533166000,Ya
ATR000896,3174013011770896,Ruko,SHM,77826/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,181.9,223.6,7710000,3400000,1402449000,760240000,2162689000,Ya
ATR000897,3174011204740897,Tanah,SHM,80115/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,320.6,0.0,28640000,5030000,9181984000,0,9181984000,Ya
ATR000898,3671014311970898,Rumah,SHM,54644/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,194.6,215.0,15780000,4090000,3070788000,879350000,3950138000,Ya
ATR000899,3271016411680899,Rumah,HGB,38728/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,145.3,86.7,12300000,4560000,1787190000,395352000,2182542000,Ya
ATR000900,3674011604930900,Tanah,HGB,65858/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,81.1,0.0,8090000,3610000,656099000,0,656099000,Ya
ATR000901,3671011806930901,Tanah,SHM,38359/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,283.8,0.0,28730000,5120000,8153574000,0,8153574000,Ya
ATR000902,3173014509770902,Rumah,SHM,59981/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,196.2,116.2,50170000,5850000,9843354000,679770000,10523124000,Ya
ATR000903,3173011111950903,Rumah,HGB,17976/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,284.3,242.7,10440000,3300000,2968092000,800910000,3769002000,Ya
ATR000904,3175011912940904,Tanah,SHM,21876/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,379.8,0.0,8359999,4090000,3175128000,0,3175128000,Ya
ATR000905,3674012201850905,Ruko,SHM,66459/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,222.3,218.2,56350000,6310000,12526605000,1376842000,13903447000,Ya
ATR000906,3671015609990906,Gudang,HGB,54165/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,103.1,83.9,26960000,5890000,2779576000,494171000,3273747000,Ya
ATR000907,3271015304950907,Tanah,SHM,74235/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,79.9,0.0,22350000,5140000,1785765000,0,1785765000,Ya
ATR000908,3275014311780908,Ruko,SHM,43506/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,256.2,198.9,13090000,4050000,3353658000,805545000,4159203000,Ya
ATR000909,3174012912000909,Tanah,HGB,91627/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,252.4,0.0,50510000,5810000,12748724000,0,12748724000,Ya
ATR000910,3172016909820910,Gudang,SHM,38168/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,108.8,67.6,29390000,5660000,3197632000,382616000,3580248000,Ya
ATR000911,3671010107870911,Ruko,SHM,13602/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,379.5,419.0,7180000,3740000,2724810000,1567060000,4291870000,Ya
ATR000912,3173012505940912,Tanah,SHM,16664/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,222.1,0.0,10390000,4170000,2307619000,0,2307619000,Ya
ATR000913,3671011504690913,Rumah,HGB,77811/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,154.2,193.2,24840000,6120000,3830328000,1182384000,5012712000,Tidak
ATR000914,3671012211810914,Tanah,SHM,22648/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,120.2,0.0,42660000,5170000,5127732000,0,5127732000,Ya
ATR000915,3671016009810915,Tanah,HGB,68820/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,235.5,0.0,8189999,4070000,1928745000,0,1928745000,Ya
ATR000916,3671017011790916,Tanah,HGB,83253/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,223.6,0.0,27320000,5900000,6108752000,0,6108752000,Ya
ATR000917,3671012406880917,Gudang,SHM,29324/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,394.1,224.2,17510000,3920000,6900691000,878864000,7779555000,Ya
ATR000918,3671010204650918,Ruko,HGB,17945/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,209.6,212.8,8680000,3290000,1819328000,700112000,2519440000,Ya
ATR000919,3275015809690919,Gudang,SHM,85436/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,366.8,295.9,9150000,3730000,3356220000,1103707000,4459927000,Ya
ATR000920,3174011101840920,Rumah,SHM,60408/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,339.0,393.6,28740000,5260000,9742860000,2070336000,11813196000,Ya
ATR000921,3671010906880921,Ruko,SHM,26958/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,248.6,288.6,8840000,3910000,2197624000,1128426000,3326050000,Ya
ATR000922,3674014610850922,Ruko,SHM,14483/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,200.8,254.3,28350000,5670000,5692680000,1441881000,7134561000,Ya
ATR000923,3174012812780923,Rumah,SHM,40691/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,272.7,261.1,8150000,3300000,2222505000,861630000,3084135000,Ya
ATR000924,3671012206800924,Ruko,HGB,11464/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,319.7,293.7,24790000,5560000,7925363000,1632972000,9558335000,Ya
ATR000925,3671016306680925,Tanah,HGB,80727/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,210.2,0.0,8090000,3260000,1700518000,0,1700518000,Ya
ATR000926,3671015903010926,Rumah,HGB,52813/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,191.5,103.6,15510000,4210000,2970165000,436156000,3406321000,Ya
ATR000927,3175012806680927,Gudang,SHM,68623/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,190.1,222.7,7600000,3610000,1444760000,803947000,2248707000,Ya
ATR000928,3674010609960928,Rumah,SHM,14406/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,84.2,80.8,16320000,4680000,1374144000,378144000,1752288000,Ya
ATR000929,3674016612860929,Rumah,HGB,21130/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,386.3,208.2,23740000,4580000,9170762000,953556000,10124318000,Ya
ATR000930,3674014408740930,Gudang,HGB,65027/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,244.0,248.0,7770000,4310000,1895880000,1068880000,2964760000,Ya
ATR000931,3275011907810931,Ruko,HGB,11260/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,160.8,90.3,6310000,3020000,1014648000,272706000,1287354000,Ya
ATR000932,3671016004770932,Ruko,SHM,25341/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,236.3,164.6,7180000,3900000,1696634000,641940000,2338574000,Ya
ATR000933,3172013012960933,Ruko,HGB,88829/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,382.7,235.0,7720000,3660000,2954444000,860100000,3814544000,Ya
ATR000934,3671013103030934,Tanah,SHM,19378/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,61.4,0.0,23120000,5210000,1419568000,0,1419568000,Ya
ATR000935,3275010112670935,Ruko,SHM,49743/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,226.5,188.5,18860000,4750000,4271790000,895375000,5167165000,Ya
ATR000936,3671014410720936,Rumah,SHM,60803/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,93.5,118.3,46340000,6410000,4332790000,758303000,5091093000,Ya
ATR000937,3171016209970937,Tanah,SHM,43402/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,193.7,0.0,6450000,2990000,1249365000,0,1249365000,Ya
ATR000938,3175016407020938,Gudang,HGB,50544/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,331.2,345.1,16230000,4170000,5375376000,1439067000,6814443000,Ya
ATR000939,3674016002750939,Rumah,SHM,11776/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,84.7,61.4,11460000,4340000,970662000,266476000,1237138000,Tidak
ATR000940,3671012508800940,Ruko,SHM,12948/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,141.8,170.1,49460000,5500000,7013428000,935550000,7948978000,Ya
ATR000941,3671016204740941,Ruko,HGB,57026/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,199.3,255.6,22610000,5670000,4506173000,1449252000,5955425000,Ya
ATR000942,3174011203880942,Ruko,HGB,79261/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,308.5,257.9,16379999,4620000,5053230000,1191498000,6244728000,Ya
ATR000943,3175011005650943,Rumah,HGB,56007/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,354.6,194.2,12690000,3570000,4499874000,693294000,5193168000,Ya
ATR000944,3174011009840944,Rumah,SHM,46969/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,246.5,202.7,18110000,5170000,4464115000,1047959000,5512074000,Ya
ATR000945,3674016006780945,Ruko,SHM,46965/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,289.7,236.6,8010000,3230000,2320497000,764218000,3084715000,Tidak
ATR000946,3175011010910946,Rumah,HGB,68128/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,359.1,440.1,9180000,3280000,3296538000,1443528000,4740066000,Ya
ATR000947,3173015401650947,Tanah,SHM,79513/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,287.5,0.0,9950000,3710000,2860625000,0,2860625000,Ya
ATR000948,3171015909950948,Ruko,HGB,20370/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,261.9,251.5,40430000,5950000,10588617000,1496425000,12085042000,Ya
ATR000949,3671011704020949,Gudang,SHM,32365/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,253.9,169.6,32180000,4720000,8170502000,800512000,8971014000,Ya
ATR000950,3671015210910950,Ruko,HGB,56255/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,325.3,309.4,51060000,6880000,16609818000,2128672000,18738490000,Ya
ATR000951,3275012205920951,Ruko,HGB,17848/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,330.7,359.8,18590000,4480000,6147713000,1611904000,7759617000,Ya
ATR000952,3276014502840952,Ruko,HGB,84205/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,148.9,124.4,9270000,3610000,1380303000,449084000,1829387000,Ya
ATR000953,3671010911850953,Ruko,HGB,41491/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,62.2,55.8,25260000,5670000,1571172000,316386000,1887558000,Ya
ATR000954,3173014105940954,Rumah,SHM,67565/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,258.8,324.3,49630000,6440000,12844244000,2088492000,14932736000,Ya
ATR000955,3271015311020955,Ruko,HGB,19326/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,272.7,256.5,29170000,5540000,7954659000,1421010000,9375669000,Ya
ATR000956,3671011211730956,Ruko,HGB,73464/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,126.7,65.6,11080000,3890000,1403836000,255184000,1659020000,Ya
ATR000957,3671016704760957,Ruko,SHM,92030/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,263.0,302.0,7830000,3870000,2059290000,1168740000,3228030000,Ya
ATR000958,3271015207930958,Ruko,SHM,30487/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,254.5,164.1,41880000,5460000,10658460000,895986000,11554446000,Ya
ATR000959,3173010405840959,Tanah,HGB,62691/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,164.2,0.0,22360000,5130000,3671512000,0,3671512000,Ya
ATR000960,3275010208710960,Tanah,HGB,50277/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,269.2,0.0,6120000,2980000,1647504000,0,1647504000,Ya
ATR000961,3175015505970961,Tanah,HGB,48341/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,236.1,0.0,7310000,3370000,1725891000,0,1725891000,Ya
ATR000962,3276011502990962,Rumah,HGB,47074/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,336.0,171.7,16719999,4410000,5617920000,757197000,6375117000,Ya
ATR000963,3276014311650963,Ruko,SHM,42937/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,377.1,194.6,8070000,4240000,3043197000,825104000,3868301000,Ya
ATR000964,3175010112740964,Tanah,SHM,34277/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,252.0,0.0,26220000,5480000,6607440000,0,6607440000,Ya
ATR000965,3175015204800965,Ruko,SHM,21536/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,399.0,429.4,11230000,4460000,4480770000,1915124000,6395894000,Ya
ATR000966,3172015107680966,Ruko,SHM,45632/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,138.6,168.8,20390000,4580000,2826054000,773104000,3599158000,Ya
