slik_record_id,NIK,inquiry_date,bank_name,loan_type,plafond,outstanding_balance,installment_amount,tenor_month,collectability,collectability_label
SLK001064,3671015404940712,2024-10-21,Bank BNI,KMK,50000000,40551169,1117138,48,1,Lancar
SLK001065,3671015404940712,2026-07-21,Bank Panin,KMK,50000000,29869217,2238444,24,1,Lancar
SLK001066,3174016306700713,2024-08-15,Bank BRI,KI,500000000,239654179,11146900,48,1,Lancar
SLK001067,3671015411670715,2024-06-26,Bank Danamon,KKB,500000000,366424106,23198026,24,1,Lancar
SLK001068,3671015411670715,2025-01-14,Bank Mandiri,KPR,300000000,157716595,13856875,24,1,Lancar
SLK001069,3275010410660716,2024-03-18,Bank BRI,KI,75000000,25576419,1728936,48,3,Kurang Lancar
SLK001070,3275010410660716,2025-03-07,Bank Permata,KPR,200000000,72965787,5927790,36,2,Dalam Perhatian Khusus (DPK)
SLK001071,3271010306890717,2026-02-09,Bank BNI,KPR,150000000,88314913,4751125,36,1,Lancar
SLK001072,3271010306890717,2026-01-18,Bank Mandiri,KK,300000000,72828947,6654533,48,3,Kurang Lancar
SLK001073,3276010801710719,2024-10-14,Bank Danamon,KPR,75000000,18926963,2240698,36,1,Lancar
SLK001074,3173015706850720,2026-01-26,Bank OCBC NISP,KI,200000000,55703435,5749177,36,1,Lancar
SLK001075,3174015911720723,2024-04-10,Bank CIMB Niaga,KK,300000000,229912933,12965618,24,2,Dalam Perhatian Khusus (DPK)
SLK001076,3171014804790724,2024-06-03,Bank Permata,KKB,500000000,449341619,8977374,60,1,Lancar
SLK001077,3171014804790724,2024-06-30,Bank BRI,KPR,75000000,56914780,3330239,24,1,Lancar
SLK001078,3171014804790724,2025-05-18,Bank OCBC NISP,KKB,50000000,41164234,4391505,12,1,Lancar
SLK001079,3671014107940725,2024-01-03,Bank BNI,KK,300000000,78618188,5413229,60,5,Macet
SLK001080,3674011903730726,2024-06-04,Bank Panin,KMK,100000000,71260444,2177281,48,1,Lancar
SLK001081,3674011903730726,2025-05-07,Bank BCA,KMK,50000000,13897666,4372342,12,1,Lancar
SLK001082,3674016707990727,2024-02-20,Bank BRI,KPR,200000000,75827805,5805188,36,1,Lancar
SLK001083,3671010504010728,2024-11-19,Bank Panin,KK,300000000,229556705,6579467,48,3,Kurang Lancar
SLK001084,3174015301970729,2025-11-24,Bank Permata,KPR,75000000,32995141,1410702,60,1,Lancar
SLK001085,3174015301970729,2024-04-25,Bank OCBC NISP,KK,150000000,111702291,4360761,36,1,Lancar
SLK001086,3671014411720730,2024-09-02,BPR Mitra Usaha,KK,500000000,289803718,8888495,60,3,Kurang Lancar
SLK001087,3276012404020731,2026-05-08,Bank Permata,KK,100000000,32160640,2852464,36,1,Lancar
SLK001088,3671011401830733,2025-05-04,BPR Mitra Usaha,KI,500000000,214521689,9156340,60,1,Lancar
SLK001089,3171014807990734,2025-11-04,Bank BNI,KK,25000000,8058704,2267142,12,1,Lancar
SLK001090,3171014807990734,2026-02-23,Bank BNI,KI,75000000,43829398,1652607,48,1,Lancar
SLK001091,3671014504720735,2025-06-01,Bank BNI,KI,500000000,312043463,11187793,48,1,Lancar
SLK001092,3671014504720735,2025-06-23,Bank OCBC NISP,KKB,75000000,40667445,1676416,48,1,Lancar
SLK001093,3271010206660736,2025-07-21,Bank Panin,KI,200000000,187094518,5830770,36,1,Lancar
SLK001094,3674012411700737,2025-07-18,Bank Permata,KK,150000000,128665971,4560166,36,3,Kurang Lancar
SLK001095,3674012411700737,2025-08-17,Bank Panin,KI,100000000,82515092,4329172,24,1,Lancar
SLK001096,3674012411700737,2024-12-19,Bank Panin,KMK,300000000,148370805,13144236,24,1,Lancar
SLK001097,3275012606840738,2025-04-03,Bank BNI,KK,500000000,114912388,23604785,24,1,Lancar
SLK001098,3275012606840738,2026-06-10,Bank Permata,KK,100000000,47290134,1700728,60,1,Lancar
SLK001099,3175011106960739,2024-04-14,Bank Permata,KPR,25000000,16065045,2158822,12,1,Lancar
SLK001100,3175011106960739,2024-07-03,Bank BRI,KI,200000000,86859606,9208703,24,1,Lancar
SLK001101,3671011704750740,2024-12-06,Bank Mandiri,KKB,500000000,260594012,21300321,24,4,Diragukan
SLK001102,3674012007880741,2026-04-07,BPR Mitra Usaha,KK,25000000,20666318,2256115,12,3,Kurang Lancar
SLK001103,3674012007880741,2024-08-29,Bank OCBC NISP,KK,200000000,108436453,6261332,36,1,Lancar
SLK001104,3271010208770742,2025-05-17,Bank BNI,KPR,300000000,74813491,5365944,60,1,Lancar
SLK001105,3271010208770742,2024-05-16,Bank BCA,KK,300000000,281148065,9244345,36,1,Lancar
SLK001106,3271010208770742,2025-09-10,Bank Panin,KMK,200000000,59419464,5887919,36,1,Lancar
SLK001107,3276011910770743,2025-01-20,Bank Panin,KPR,100000000,52013105,2287501,48,1,Lancar
SLK001108,3671016108950744,2026-08-03,BPR Mitra Usaha,KKB,100000000,54969255,1787053,60,1,Lancar
SLK001109,3172014205970746,2024-02-01,Bank BNI,KI,300000000,208345693,13626359,24,1,Lancar
SLK001110,3172014205970746,2026-08-09,Bank CIMB Niaga,KI,200000000,101595944,3703503,60,1,Lancar
SLK001111,3171016403980748,2025-08-31,BPR Mitra Usaha,KPR,100000000,79805654,8689004,12,1,Lancar
SLK001112,3171016403980748,2024-02-28,Bank Panin,KKB,300000000,148400766,8957519,36,1,Lancar
SLK001113,3276014404730749,2025-04-19,Bank BRI,KI,25000000,12080545,446588,60,1,Lancar
SLK001114,3276014404730749,2025-02-22,Bank Permata,KI,100000000,54001515,2155531,48,1,Lancar
SLK001115,3271014810890750,2025-07-01,Bank BCA,KMK,75000000,50760193,1666536,48,1,Lancar
SLK001116,3271014810890750,2025-04-05,Bank Permata,KKB,200000000,126868777,17904811,12,1,Lancar
SLK001117,3275016610930751,2025-04-12,Bank OCBC NISP,KK,75000000,33028315,1391150,60,5,Macet
SLK001118,3671016305970752,2026-05-23,Bank Permata,KKB,75000000,34734650,3497047,24,1,Lancar
SLK001119,3671016305970752,2025-11-17,Bank BNI,KK,500000000,220907025,21316168,24,5,Macet
SLK001120,3671016305970752,2025-05-08,Bank BCA,KK,500000000,418865803,22304970,24,1,Lancar
SLK001121,3671010106970753,2024-03-10,BPR Mitra Usaha,KMK,50000000,32786424,4586441,12,1,Lancar
SLK001122,3172014201870755,2025-01-02,BPR Mitra Usaha,KKB,100000000,61793570,2368366,48,1,Lancar
SLK001123,3172014201870755,2024-09-28,Bank Permata,KK,300000000,86035492,13003819,24,1,Lancar
SLK001124,3276013105850756,2026-03-17,BPR Mitra Usaha,KK,300000000,241873439,8819509,36,1,Lancar
SLK001125,3276013105850756,2024-08-21,Bank BNI,KMK,150000000,68535993,3216647,48,1,Lancar
SLK001126,3671010612700757,2025-01-05,Bank BNI,KKB,25000000,15429457,1147392,24,1,Lancar
SLK001127,3671010612700757,2024-10-14,Bank Mandiri,KKB,25000000,5558951,429024,60,1,Lancar
SLK001128,3674013107010758,2024-06-10,Bank CIMB Niaga,KI,150000000,90870478,4318194,36,2,Dalam Perhatian Khusus (DPK)
SLK001129,3172012404780759,2025-02-01,Bank BCA,KMK,200000000,160837637,17859253,12,4,Diragukan
SLK001130,3671015802750760,2025-12-27,Bank BNI,KI,100000000,49092527,3171538,36,1,Lancar
SLK001131,3275014403810761,2024-06-04,Bank CIMB Niaga,KK,300000000,245993358,27843413,12,2,Dalam Perhatian Khusus (DPK)
SLK001132,3671011001930762,2025-12-10,Bank OCBC NISP,KKB,200000000,64071471,5876763,36,1,Lancar
SLK001133,3671011001930762,2024-07-11,Bank Permata,KPR,300000000,259924061,8878953,36,1,Lancar
SLK001134,3671011001930762,2024-04-21,Bank Panin,KK,150000000,126641816,2741500,60,1,Lancar
SLK001135,3671011505790763,2024-10-07,BPR Mitra Usaha,KMK,150000000,64424595,6848762,24,1,Lancar
SLK001136,3671011505790763,2025-09-20,Bank Panin,KKB,75000000,44804798,2163770,36,1,Lancar
SLK001137,3671011505790763,2026-02-11,Bank Permata,KMK,150000000,124784293,3478429,48,2,Dalam Perhatian Khusus (DPK)
SLK001138,3276016702730764,2024-08-04,Bank BRI,KK,300000000,263186849,5602762,60,2,Dalam Perhatian Khusus (DPK)
SLK001139,3276016702730764,2024-11-04,Bank Mandiri,KKB,50000000,14310726,1534735,36,1,Lancar
SLK001140,3276016702730764,2024-08-31,Bank Danamon,KKB,300000000,161556511,5331171,60,1,Lancar
SLK001141,3173011310830765,2024-07-05,Bank CIMB Niaga,KKB,500000000,102391438,11121144,48,1,Lancar
SLK001142,3175016708850767,2025-02-16,Bank BNI,KK,75000000,24086707,7126460,12,1,Lancar
SLK001143,3175016708850767,2025-07-17,Bank Danamon,KKB,200000000,187370326,9123742,24,2,Dalam Perhatian Khusus (DPK)
SLK001144,3175016708850767,2026-02-22,Bank BRI,KKB,150000000,104333366,4623876,36,1,Lancar
SLK001145,3174014408710769,2025-11-07,Bank Panin,KPR,100000000,29337361,1758853,60,1,Lancar
SLK001146,3174014408710769,2024-02-05,Bank Mandiri,KKB,25000000,6998054,1162609,24,2,Dalam Perhatian Khusus (DPK)
SLK001147,3172010305960770,2024-05-23,Bank Panin,KPR,50000000,22032439,870828,60,1,Lancar
SLK001148,3172010305960770,2026-05-13,Bank BNI,KK,200000000,119595588,5733297,36,1,Lancar
SLK001149,3172010305960770,2025-10-25,Bank Danamon,KK,75000000,19817834,6450076,12,1,Lancar
SLK001150,3174014702920771,2026-03-04,Bank Mandiri,KMK,50000000,43830020,1147285,48,1,Lancar
SLK001151,3671015808010773,2025-08-15,BPR Mitra Usaha,KK,150000000,96751161,3547198,48,1,Lancar
SLK001152,3671015808010773,2026-07-23,Bank Panin,KKB,150000000,136893938,4344286,36,3,Kurang Lancar
SLK001153,3671015808010773,2025-03-20,BPR Mitra Usaha,KI,75000000,56490627,3515835,24,3,Kurang Lancar
SLK001154,3174016806680774,2026-03-13,Bank CIMB Niaga,KPR,200000000,93786830,9120353,24,1,Lancar
SLK001155,3174016806680774,2025-12-07,Bank Mandiri,KPR,200000000,186714717,4363888,48,1,Lancar
SLK001156,3175010306730775,2024-03-07,Bank CIMB Niaga,KK,150000000,48344910,2700638,60,1,Lancar
SLK001157,3275014511780776,2024-01-30,Bank CIMB Niaga,KK,25000000,7537051,1079836,24,5,Macet
SLK001158,3275014511780776,2026-02-12,Bank OCBC NISP,KI,100000000,58359794,1789765,60,1,Lancar
SLK001159,3275014511780776,2024-12-19,BPR Mitra Usaha,KKB,150000000,107776463,3254005,48,1,Lancar
SLK001160,3175010904830777,2025-01-18,Bank CIMB Niaga,KI,150000000,44915935,3470151,48,1,Lancar
SLK001161,3175010904830777,2026-05-06,Bank CIMB Niaga,KPR,50000000,42173628,932690,60,3,Kurang Lancar
SLK001162,3271014103810779,2024-08-28,Bank Permata,KPR,100000000,40145989,9464123,12,1,Lancar
SLK001163,3175011807890780,2025-09-25,BPR Mitra Usaha,KKB,100000000,76849705,1894038,60,1,Lancar
SLK001164,3175011807890780,2024-04-12,Bank Mandiri,KKB,75000000,38884417,1429180,60,1,Lancar
SLK001165,3275015103680781,2025-05-26,BPR Mitra Usaha,KK,75000000,62632477,7107093,12,3,Kurang Lancar
SLK001166,3275015103680781,2025-10-13,Bank OCBC NISP,KKB,75000000,70050029,1603209,48,5,Macet
SLK001167,3175011407030782,2024-05-25,Bank BRI,KI,150000000,68996965,4511131,36,2,Dalam Perhatian Khusus (DPK)
SLK001168,3175011407030782,2024-05-24,Bank Permata,KPR,25000000,16958387,772391,36,1,Lancar
SLK001169,3674015610760783,2026-06-10,Bank Permata,KMK,75000000,37056225,2211606,36,1,Lancar
SLK001170,3275014301750784,2026-02-13,Bank Danamon,KI,500000000,206058179,21322378,24,4,Diragukan
SLK001171,3275014301750784,2024-08-30,Bank Mandiri,KMK,150000000,65981541,13843566,12,1,Lancar
SLK001172,3275014301750784,2024-05-31,Bank OCBC NISP,KMK,200000000,114858519,17047968,12,1,Lancar
SLK001173,3275012706770786,2024-05-19,Bank OCBC NISP,KPR,500000000,213407333,8917796,60,1,Lancar
SLK001174,3275012706770786,2026-01-29,Bank Mandiri,KKB,50000000,36701317,1526154,36,1,Lancar
SLK001175,3174015205710788,2026-05-12,Bank Permata,KK,200000000,146406689,18840223,12,1,Lancar
SLK001176,3173014505800789,2025-04-26,Bank Permata,KK,25000000,14676159,575361,48,2,Dalam Perhatian Khusus (DPK)
SLK001177,3671014212010790,2024-09-06,Bank Panin,KMK,75000000,38931512,1727205,48,3,Kurang Lancar
SLK001178,3671014212010790,2026-07-07,Bank Danamon,KMK,75000000,23080164,1751469,48,1,Lancar
SLK001179,3173011303790791,2024-09-15,Bank Danamon,KI,500000000,379605214,11870690,48,1,Lancar
SLK001180,3173011303790791,2026-06-10,Bank Panin,KKB,150000000,110236760,2685111,60,1,Lancar
SLK001181,3671010711830792,2025-10-26,BPR Mitra Usaha,KMK,50000000,43056897,1470045,36,1,Lancar
SLK001182,3275016011720794,2024-04-29,Bank Permata,KK,100000000,78972044,2936596,36,1,Lancar
SLK001183,3671015206930795,2026-07-01,Bank BCA,KI,300000000,239133864,13089447,24,1,Lancar
SLK001184,3671015206930795,2026-02-18,Bank Mandiri,KKB,300000000,143116937,7142054,48,4,Diragukan
SLK001185,3671015206930795,2024-12-16,Bank Mandiri,KMK,100000000,50716904,2985563,36,1,Lancar
SLK001186,3671010206930796,2024-01-26,Bank Permata,KK,150000000,32511993,4594444,36,1,Lancar
SLK001187,3671010206930796,2026-05-29,BPR Mitra Usaha,KMK,25000000,16744345,1182270,24,2,Dalam Perhatian Khusus (DPK)
SLK001188,3671010206930796,2024-12-22,Bank Danamon,KK,100000000,68904936,4784583,24,1,Lancar
SLK001189,3671015003650798,2026-06-24,Bank Danamon,KK,200000000,125039492,3587073,60,1,Lancar
SLK001190,3671015003650798,2024-08-12,BPR Mitra Usaha,KI,300000000,77577321,9040577,36,1,Lancar
SLK001191,3276014612890799,2026-06-04,Bank BRI,KPR,500000000,308396075,10876497,48,1,Lancar
SLK001192,3276014612890799,2024-09-19,Bank Danamon,KPR,75000000,49648828,1786947,48,2,Dalam Perhatian Khusus (DPK)
SLK001193,3276014612890799,2025-03-22,Bank Danamon,KI,25000000,20597570,1128559,24,3,Kurang Lancar
SLK001194,3671011508840800,2024-08-05,Bank BRI,KI,100000000,33351196,1874350,60,1,Lancar
SLK001195,3174015508840801,2024-04-08,Bank CIMB Niaga,KK,100000000,83385014,4750945,24,1,Lancar
SLK001196,3671011505730802,2025-09-21,Bank CIMB Niaga,KPR,50000000,33986685,1458790,36,1,Lancar
SLK001197,3174012108930803,2026-02-24,Bank BCA,KI,75000000,70113805,1388005,60,1,Lancar
SLK001198,3271010908020804,2025-09-28,BPR Mitra Usaha,KK,200000000,181860763,6131442,36,1,Lancar
SLK001199,3271010908020804,2025-01-17,Bank BCA,KKB,150000000,60628615,6697029,24,1,Lancar
SLK001200,3271010908020804,2025-02-15,BPR Mitra Usaha,KK,150000000,125256608,2564758,60,1,Lancar
SLK001201,3271010306930805,2024-07-22,Bank BNI,KMK,300000000,191310174,12787612,24,1,Lancar
SLK001202,3275010902720806,2024-09-01,Bank Panin,KMK,50000000,26364470,948803,60,5,Macet
SLK001203,3171012904660807,2024-11-20,Bank Permata,KK,50000000,21594722,2185373,24,1,Lancar
SLK001204,3671014404840810,2024-11-30,BPR Mitra Usaha,KMK,500000000,280471499,8902870,60,2,Dalam Perhatian Khusus (DPK)
SLK001205,3671014404840810,2025-05-08,Bank Mandiri,KPR,200000000,155440495,9363524,24,4,Diragukan
SLK001206,3276012012990812,2026-01-25,Bank Permata,KK,200000000,175189894,6207718,36,1,Lancar
SLK001207,3271013012910813,2025-01-13,Bank BCA,KMK,75000000,25808035,2149359,36,1,Lancar
SLK001208,3271013012910813,2026-05-09,Bank Permata,KI,75000000,34431203,1751839,48,1,Lancar
SLK001209,3271013012910813,2025-02-25,Bank BCA,KMK,50000000,26479085,2291566,24,1,Lancar
SLK001210,3172013108790815,2026-04-07,Bank BRI,KK,200000000,162594139,4479639,48,1,Lancar
SLK001211,3172013108790815,2026-05-22,Bank OCBC NISP,KPR,200000000,163587554,19145706,12,2,Dalam Perhatian Khusus (DPK)
SLK001212,3172013108790815,2024-02-12,Bank Panin,KMK,300000000,248438840,13999599,24,1,Lancar
SLK001213,3171016302670818,2024-03-06,Bank OCBC NISP,KI,150000000,134332913,3303360,48,2,Dalam Perhatian Khusus (DPK)
SLK001214,3171016302670818,2024-01-26,Bank Permata,KK,200000000,140474792,9156043,24,1,Lancar
SLK001215,3171016302670818,2026-03-24,BPR Mitra Usaha,KI,500000000,298976902,8919207,60,2,Dalam Perhatian Khusus (DPK)
SLK001216,3174016508760819,2026-05-02,Bank Panin,KI,300000000,217158182,26930431,12,1,Lancar
SLK001217,3671010208770821,2024-03-11,Bank CIMB Niaga,KPR,150000000,72883965,7078432,24,1,Lancar
SLK001218,3671010208770821,2024-05-15,Bank Panin,KKB,300000000,201304006,13703807,24,1,Lancar
SLK001219,3671010208770821,2026-06-29,Bank Panin,KK,75000000,41112665,1749390,48,1,Lancar
SLK001220,3671014503960822,2025-09-08,BPR Mitra Usaha,KK,200000000,158031879,3447306,60,1,Lancar
SLK001221,3175015205740823,2025-02-10,Bank BRI,KK,500000000,186317979,8937619,60,2,Dalam Perhatian Khusus (DPK)
SLK001222,3175015205740823,2025-08-13,Bank BNI,KMK,25000000,9108968,591764,48,1,Lancar
SLK001223,3674013110920824,2026-03-10,Bank BRI,KK,150000000,124182139,2814522,60,1,Lancar
SLK001224,3174011710750825,2024-10-20,Bank Mandiri,KPR,300000000,210222698,9084300,36,2,Dalam Perhatian Khusus (DPK)
SLK001225,3174011710750825,2024-05-27,Bank BCA,KK,300000000,65333679,5742353,60,2,Dalam Perhatian Khusus (DPK)
SLK001226,3174011710750825,2025-01-02,Bank Mandiri,KPR,100000000,65718597,1804313,60,5,Macet
SLK001227,3671016411800826,2025-01-27,Bank Mandiri,KK,25000000,20622327,1107319,24,1,Lancar
SLK001228,3174014502940827,2026-08-16,Bank BNI,KMK,75000000,35209326,6943160,12,1,Lancar
SLK001229,3174016912930828,2025-08-07,Bank BCA,KI,300000000,153631458,14210343,24,1,Lancar
SLK001230,3174016912930828,2025-10-30,Bank Permata,KMK,150000000,88564567,3495892,48,1,Lancar
SLK001231,3174016912930828,2024-09-25,Bank Panin,KPR,150000000,79387749,4602716,36,2,Dalam Perhatian Khusus (DPK)
SLK001232,3276012710920829,2026-02-01,Bank Panin,KK,75000000,15102934,1398197,60,1,Lancar
SLK001233,3271010212970830,2025-03-07,Bank Danamon,KPR,25000000,8838871,1187512,24,1,Lancar
SLK001234,3271010212970830,2025-09-19,Bank Panin,KMK,300000000,256501794,13375788,24,1,Lancar
SLK001235,3171012805730831,2025-07-15,Bank CIMB Niaga,KPR,75000000,67923213,1609487,48,1,Lancar
SLK001236,3171012805730831,2024-01-16,BPR Mitra Usaha,KI,150000000,134620902,7085263,24,1,Lancar
SLK001237,3171012805730831,2025-07-10,Bank Permata,KPR,100000000,51732911,1741340,60,1,Lancar
SLK001238,3174016508910832,2024-11-11,Bank OCBC NISP,KMK,25000000,23556741,588763,48,4,Diragukan
SLK001239,3174016508910832,2025-09-29,Bank BRI,KKB,50000000,29192312,1079604,48,1,Lancar
SLK001240,3174016508910832,2025-10-18,Bank Mandiri,KPR,75000000,38410555,3365726,24,1,Lancar
SLK001241,3276012507880833,2024-09-16,Bank Panin,KKB,300000000,213860648,27026693,12,1,Lancar
SLK001242,3276012507880833,2024-11-09,Bank Panin,KKB,100000000,42539716,2152116,48,1,Lancar
SLK001243,3671014510940834,2024-02-07,Bank Danamon,KKB,300000000,267075051,7063160,48,1,Lancar
SLK001244,3671016108710835,2025-01-24,Bank BRI,KI,75000000,16282930,1640303,48,3,Kurang Lancar
SLK001245,3671016108710835,2024-01-29,Bank Mandiri,KPR,500000000,144087651,10928263,48,2,Dalam Perhatian Khusus (DPK)
SLK001246,3171015212810836,2025-02-05,Bank Mandiri,KK,150000000,69274212,14298134,12,2,Dalam Perhatian Khusus (DPK)
SLK001247,3271015611780837,2025-10-26,Bank CIMB Niaga,KPR,100000000,88901313,9265244,12,1,Lancar
SLK001248,3276014212850838,2025-10-03,Bank Permata,KMK,100000000,38358459,2260780,48,1,Lancar
SLK001249,3173010211660839,2025-01-04,Bank Mandiri,KMK,200000000,94296692,3587674,60,1,Lancar
SLK001250,3175011609770840,2024-05-21,Bank BNI,KPR,100000000,61093583,3026897,36,1,Lancar
SLK001251,3175011609770840,2024-02-23,Bank Permata,KKB,150000000,126022287,6381029,24,3,Kurang Lancar
SLK001252,3175011609770840,2025-10-05,Bank Danamon,KKB,150000000,103471974,4580008,36,1,Lancar
SLK001253,3276013105010841,2025-03-19,Bank Mandiri,KPR,100000000,43124256,2852526,36,1,Lancar
SLK001254,3671016708950842,2024-01-30,Bank Danamon,KK,500000000,390425573,21839941,24,1,Lancar
SLK001255,3276010711920845,2024-01-22,Bank Panin,KPR,500000000,127965071,23873707,24,1,Lancar
SLK001256,3275011712790846,2025-10-21,Bank Danamon,KKB,300000000,254474541,5195628,60,1,Lancar
SLK001257,3275011712790846,2025-03-14,Bank Danamon,KKB,200000000,172231875,17640269,12,1,Lancar
SLK001258,3671011302710847,2025-07-04,BPR Mitra Usaha,KI,150000000,140212664,4390034,36,3,Kurang Lancar
SLK001259,3671011302710847,2026-04-25,Bank OCBC NISP,KK,200000000,143348885,4458124,48,1,Lancar
SLK001260,3671011302710847,2025-12-17,Bank BNI,KK,100000000,37845233,2243686,48,2,Dalam Perhatian Khusus (DPK)
SLK001261,3172010706700848,2024-04-08,BPR Mitra Usaha,KPR,75000000,31065592,2218137,36,2,Dalam Perhatian Khusus (DPK)
SLK001262,3172010706700848,2025-05-14,Bank CIMB Niaga,KI,50000000,26914525,1094118,48,1,Lancar
SLK001263,3171015105710850,2025-04-17,Bank BRI,KK,100000000,37223350,2349852,48,1,Lancar
SLK001264,3171015105710850,2026-05-13,BPR Mitra Usaha,KMK,200000000,148411115,3686870,60,1,Lancar
SLK001265,3671016406810851,2025-12-22,Bank BNI,KPR,100000000,52471034,2153416,48,1,Lancar
SLK001266,3671016406810851,2026-06-09,Bank BRI,KMK,25000000,12993493,1149933,24,1,Lancar
SLK001267,3671016406810851,2025-12-11,BPR Mitra Usaha,KKB,200000000,78186597,3625890,60,1,Lancar
SLK001268,3172012106820852,2026-04-07,Bank Mandiri,KK,200000000,131002231,17677257,12,3,Kurang Lancar
SLK001269,3271017005650853,2024-05-07,Bank Mandiri,KI,75000000,49420156,2394690,36,1,Lancar
SLK001270,3271017005650853,2025-04-11,Bank Permata,KPR,300000000,244263384,9221604,36,3,Kurang Lancar
SLK001271,3271017005650853,2025-05-24,Bank BCA,KPR,500000000,451269804,21595100,24,1,Lancar
SLK001272,3175010406940854,2024-07-10,Bank CIMB Niaga,KI,100000000,35446148,4307473,24,1,Lancar
SLK001273,3671014311900855,2024-06-21,Bank BCA,KMK,500000000,106673083,9194082,60,1,Lancar
SLK001274,3671012505750856,2024-03-17,BPR Mitra Usaha,KMK,25000000,5026656,1172972,24,1,Lancar
SLK001275,3671012505750856,2024-05-13,Bank Permata,KKB,500000000,439905674,45111283,12,1,Lancar
SLK001276,3671012505750856,2026-02-19,Bank BRI,KI,50000000,19294854,933720,60,1,Lancar
SLK001277,3671012711980857,2025-05-11,Bank OCBC NISP,KI,200000000,188303970,8661618,24,1,Lancar
SLK001278,3671012711980857,2025-10-09,Bank Panin,KMK,75000000,49335630,1385601,60,1,Lancar
SLK001279,3671016210720858,2026-03-12,Bank BNI,KI,100000000,62116180,9157462,12,1,Lancar
