dukcapil_id,NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,rt_rw,kelurahan_desa,kecamatan,kota_kabupaten,provinsi,agama,status_perkawinan,pekerjaan,kewarganegaraan,berlaku_hingga
DKC000862,3172011905780862,Taufik Kurniawan,Jakarta Utara,1978-05-19,Laki-Laki,A,Jl. Saputra No. 128,004/001,Rawa Bunga,Tebet,Jakarta Utara,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000863,3275017101720863,Putri Hutapea,Bekasi,1972-01-31,Perempuan,AB,Jl. Kurniawan No. 137,010/004,Duren Sawit,Bekasi Timur,Bekasi,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000864,3275011306660864,Taufik Handoko,Bekasi,1966-06-13,Laki-Laki,AB,Jl. Permana No. 67,004/006,Sukamaju,Kramat Jati,Bekasi,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000865,3172011305920865,Fajar Handoko,Jakarta Utara,1992-05-13,Laki-Laki,A,Jl. Halim No. 19,007/010,Sukajadi,Sukmajaya,Jakarta Utara,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000866,3174015204870866,Desi Wijaya,Jakarta Selatan,1987-04-12,Perempuan,B,Jl. Tanjung No. 90,007/008,Duren Sawit,Kramat Jati,Jakarta Selatan,DKI Jakarta,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000867,3671010408950867,Doni Hidayat,Tangerang,1995-08-04,Laki-Laki,A,Jl. Rahman No. 124,001/007,Cipete,Serpong,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000868,3173015804700868,Dian Setiawan,Jakarta Barat,1970-04-18,Perempuan,AB,Jl. Halim No. 50,006/007,Sukamaju,Kramat Jati,Jakarta Barat,DKI Jakarta,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000869,3671011912000869,Fajar Permana,Tangerang,2000-12-19,Laki-Laki,A,Jl. Panjaitan No. 64,001/002,Sukamaju,Kramat Jati,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000870,3276015202780870,Dewi Gunawan,Depok,1978-02-12,Perempuan,B,Jl. Simanjuntak No. 102,008/002,Sukajadi,Tebet,Depok,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000871,3276016311840871,Lina Panjaitan,Depok,1984-11-23,Perempuan,AB,Jl. Halim No. 142,005/004,Duren Sawit,Cengkareng,Depok,Jawa Barat,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000872,3671012007770872,Rudi Permana,Tangerang,1977-07-20,Laki-Laki,A,Jl. Hidayat No. 36,009/004,Duren Sawit,Serpong,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000873,3174011907750873,Rudi Panjaitan,Jakarta Selatan,1975-07-19,Laki-Laki,O,Jl. Tanjung No. 117,002/001,Bintaro,Tebet,Jakarta Selatan,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000874,3175014305030874,Lestari Kurniawan,Jakarta Timur,2003-05-03,Perempuan,O,Jl. Handoko No. 5,007/007,Bintaro,Tebet,Jakarta Timur,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000875,3275015708940875,Sri Lubis,Bekasi,1994-08-17,Perempuan,AB,Jl. Wijaya No. 139,006/001,Rawa Bunga,Cengkareng,Bekasi,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000876,3671010603840876,Eko Panjaitan,Tangerang,1984-03-06,Laki-Laki,A,Jl. Saputra No. 142,007/005,Bintaro,Bekasi Timur,Tangerang,Banten,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000877,3671010112700877,Slamet Suryadi,Tangerang,1970-12-01,Laki-Laki,A,Jl. Firmansyah No. 71,002/004,Duren Sawit,Cengkareng,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000878,3271012807940878,Iwan Firmansyah,Bogor,1994-07-28,Laki-Laki,AB,Jl. Tanjung No. 4,002/005,Rawa Bunga,Cengkareng,Bogor,Jawa Barat,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000879,3173017008660879,Siti Suryadi,Jakarta Barat,1966-08-30,Perempuan,AB,Jl. Handoko No. 143,004/007,Sukamaju,Sukmajaya,Jakarta Barat,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000880,3175015205990880,Rina Suryadi,Jakarta Timur,1999-05-12,Perempuan,AB,Jl. Firmansyah No. 127,003/004,Cempaka Putih,Kramat Jati,Jakarta Timur,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000881,3171011409950881,Rizky Tanjung,Jakarta Pusat,1995-09-14,Laki-Laki,O,Jl. Siregar No. 82,001/009,Kebon Baru,Tebet,Jakarta Pusat,DKI Jakarta,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000882,3275015012910882,Siti Lubis,Bekasi,1991-12-10,Perempuan,B,Jl. Halim No. 28,002/009,Bintaro,Tebet,Bekasi,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000883,3671011203020883,Yusuf Gunawan,Tangerang,2002-03-12,Laki-Laki,O,Jl. Kurniawan No. 110,005/003,Sukamaju,Cengkareng,Tangerang,Banten,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000884,3674015103780884,Ika Tanjung,Tangerang Selatan,1978-03-11,Perempuan,A,Jl. Pratama No. 95,001/005,Cempaka Putih,Sukmajaya,Tangerang Selatan,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000885,3671012208740885,Yudi Gunawan,Tangerang,1974-08-22,Laki-Laki,O,Jl. Siregar No. 9,011/003,Cipete,Serpong,Tangerang,Banten,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000886,3671010603890886,Taufik Kusuma,Tangerang,1989-03-06,Laki-Laki,A,Jl. Kusuma No. 14,010/008,Bintaro,Cengkareng,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000887,3276014311000887,Suryani Nugroho,Depok,2000-11-03,Perempuan,AB,Jl. Nugroho No. 117,006/002,Kebon Baru,Bekasi Timur,Depok,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000888,3671014204810888,Rina Halim,Tangerang,1981-04-02,Perempuan,O,Jl. Simanjuntak No. 59,008/007,Kebon Baru,Sukmajaya,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000889,3671014103920889,Yanti Siregar,Tangerang,1992-03-01,Perempuan,AB,Jl. Susanto No. 88,006/002,Sukajadi,Bekasi Timur,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000890,3171015505850890,Sari Situmorang,Jakarta Pusat,1985-05-15,Perempuan,A,Jl. Pratama No. 31,007/005,Bintaro,Serpong,Jakarta Pusat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000891,3171011104680891,Fauzi Permana,Jakarta Pusat,1968-04-11,Laki-Laki,B,Jl. Kusuma No. 136,007/007,Rawa Bunga,Kramat Jati,Jakarta Pusat,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000892,3275016505970892,Ani Gunawan,Bekasi,1997-05-25,Perempuan,A,Jl. Kurniawan No. 91,008/007,Bintaro,Serpong,Bekasi,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000893,3671015906970893,Lina Setiawan,Tangerang,1997-06-19,Perempuan,A,Jl. Setiawan No. 2,010/010,Rawa Bunga,Serpong,Tangerang,Banten,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000894,3172017005970894,Ratna Suryadi,Jakarta Utara,1997-05-30,Perempuan,AB,Jl. Situmorang No. 25,004/005,Bintaro,Cengkareng,Jakarta Utara,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000895,3276014506710895,Ratna Wibowo,Depok,1971-06-05,Perempuan,A,Jl. Panjaitan No. 54,007/009,Duren Sawit,Sukmajaya,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000896,3174013011770896,Rudi Susanto,Jakarta Selatan,1977-11-30,Laki-Laki,AB,Jl. Handoko No. 113,004/003,Duren Sawit,Cengkareng,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000897,3174011204740897,Sutrisno Firmansyah,Jakarta Selatan,1974-04-12,Laki-Laki,B,Jl. Santoso No. 11,009/009,Kebon Baru,Tebet,Jakarta Selatan,DKI Jakarta,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000898,3671014311970898,Yuni Susanto,Tangerang,1997-11-03,Perempuan,O,Jl. Kusuma No. 33,008/005,Sukajadi,Serpong,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000899,3271016411680899,Melati Permana,Bogor,1968-11-24,Perempuan,B,Jl. Firmansyah No. 30,006/002,Kebon Baru,Serpong,Bogor,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000900,3674011604930900,Dimas Gunawan,Tangerang Selatan,1993-04-16,Laki-Laki,A,Jl. Hutapea No. 81,001/007,Sukajadi,Serpong,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000901,3671011806930901,Fauzi Rahman,Tangerang,1993-06-18,Laki-Laki,A,Jl. Nugroho No. 36,010/007,Kebon Baru,Serpong,Tangerang,Banten,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000902,3173014509770902,Wulan Handoko,Jakarta Barat,1977-09-05,Perempuan,B,Jl. Hidayat No. 23,009/004,Sukamaju,Bekasi Timur,Jakarta Barat,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000903,3173011111950903,Anton Pratama,Jakarta Barat,1995-11-11,Laki-Laki,AB,Jl. Simanjuntak No. 98,011/010,Kebon Baru,Serpong,Jakarta Barat,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000904,3175011912940904,Bayu Susanto,Jakarta Timur,1994-12-19,Laki-Laki,O,Jl. Handoko No. 101,010/006,Bintaro,Cengkareng,Jakarta Timur,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000905,3674012201850905,Bayu Situmorang,Tangerang Selatan,1985-01-22,Laki-Laki,AB,Jl. Nugroho No. 109,002/003,Bintaro,Cengkareng,Tangerang Selatan,Jawa Barat,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000906,3671015609990906,Lina Wibowo,Tangerang,1999-09-16,Perempuan,O,Jl. Handoko No. 106,011/004,Sukamaju,Cengkareng,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000907,3271015304950907,Dewi Rahman,Bogor,1995-04-13,Perempuan,AB,Jl. Permana No. 101,008/007,Cipete,Cengkareng,Bogor,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000908,3275014311780908,Desi Nugroho,Bekasi,1978-11-03,Perempuan,O,Jl. Permana No. 57,010/003,Kebon Baru,Serpong,Bekasi,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000909,3174012912000909,Iwan Rahman,Jakarta Selatan,2000-12-29,Laki-Laki,O,Jl. Kurniawan No. 86,006/009,Sukajadi,Serpong,Jakarta Selatan,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000910,3172016909820910,Dian Hidayat,Jakarta Utara,1982-09-29,Perempuan,B,Jl. Susanto No. 42,006/006,Cipete,Kramat Jati,Jakarta Utara,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000911,3671010107870911,Agus Santoso,Tangerang,1987-07-01,Laki-Laki,O,Jl. Handoko No. 11,003/005,Duren Sawit,Tebet,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000912,3173012505940912,Wahyu Panjaitan,Jakarta Barat,1994-05-25,Laki-Laki,O,Jl. Setiawan No. 70,002/002,Sukajadi,Sukmajaya,Jakarta Barat,DKI Jakarta,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000913,3671011504690913,Budi Panjaitan,Tangerang,1969-04-15,Laki-Laki,O,Jl. Hidayat No. 80,006/007,Sukamaju,Cengkareng,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000914,3671012211810914,Rizky Firmansyah,Tangerang,1981-11-22,Laki-Laki,AB,Jl. Permana No. 24,004/007,Duren Sawit,Bekasi Timur,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000915,3671016009810915,Siti Handoko,Tangerang,1981-09-20,Perempuan,A,Jl. Suryadi No. 58,010/001,Cipete,Kramat Jati,Tangerang,Banten,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000916,3671017011790916,Rita Saputra,Tangerang,1979-11-30,Perempuan,B,Jl. Tanjung No. 22,002/009,Cempaka Putih,Kramat Jati,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000917,3671012406880917,Dedi Wibowo,Tangerang,1988-06-24,Laki-Laki,B,Jl. Wijaya No. 127,005/007,Duren Sawit,Serpong,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000918,3671010204650918,Eko Hutapea,Tangerang,1965-04-02,Laki-Laki,AB,Jl. Hutapea No. 54,009/008,Bintaro,Cengkareng,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000919,3275015809690919,Novi Hutapea,Bekasi,1969-09-18,Perempuan,O,Jl. Hutapea No. 20,007/003,Sukamaju,Kramat Jati,Bekasi,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000920,3174011101840920,Yusuf Suryadi,Jakarta Selatan,1984-01-11,Laki-Laki,O,Jl. Pratama No. 135,008/003,Cipete,Bekasi Timur,Jakarta Selatan,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000921,3671010906880921,Joko Susanto,Tangerang,1988-06-09,Laki-Laki,AB,Jl. Simanjuntak No. 96,010/003,Cempaka Putih,Cengkareng,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000922,3674014610850922,Ayu Simanjuntak,Tangerang Selatan,1985-10-06,Perempuan,B,Jl. Gunawan No. 35,003/009,Bintaro,Tebet,Tangerang Selatan,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000923,3174012812780923,Dedi Handoko,Jakarta Selatan,1978-12-28,Laki-Laki,B,Jl. Hidayat No. 25,009/008,Rawa Bunga,Tebet,Jakarta Selatan,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000924,3671012206800924,Andi Halim,Tangerang,1980-06-22,Laki-Laki,A,Jl. Hidayat No. 71,005/007,Duren Sawit,Cengkareng,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000925,3671016306680925,Dian Rahman,Tangerang,1968-06-23,Perempuan,B,Jl. Saputra No. 56,005/003,Duren Sawit,Sukmajaya,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000926,3671015903010926,Ratna Siregar,Tangerang,2001-03-19,Perempuan,O,Jl. Hidayat No. 44,001/004,Kebon Baru,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000927,3175012806680927,Hendra Handoko,Jakarta Timur,1968-06-28,Laki-Laki,A,Jl. Setiawan No. 131,008/007,Bintaro,Cengkareng,Jakarta Timur,DKI Jakarta,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000928,3674010609960928,Arif Wibowo,Tangerang Selatan,1996-09-06,Laki-Laki,O,Jl. Halim No. 80,009/006,Sukajadi,Sukmajaya,Tangerang Selatan,Jawa Barat,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000929,3674016612860929,Lina Setiawan,Tangerang Selatan,1986-12-26,Perempuan,AB,Jl. Lubis No. 31,009/007,Rawa Bunga,Kramat Jati,Tangerang Selatan,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000930,3674014408740930,Tri Lubis,Tangerang Selatan,1974-08-04,Perempuan,B,Jl. Wibowo No. 96,003/001,Kebon Baru,Bekasi Timur,Tangerang Selatan,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000931,3275011907810931,Taufik Susanto,Bekasi,1981-07-19,Laki-Laki,AB,Jl. Kusuma No. 4,010/005,Sukamaju,Serpong,Bekasi,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000932,3671016004770932,Dewi Hutapea,Tangerang,1977-04-20,Perempuan,A,Jl. Siregar No. 8,012/008,Bintaro,Bekasi Timur,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000933,3172013012960933,Agus Halim,Jakarta Utara,1996-12-30,Laki-Laki,B,Jl. Hutapea No. 46,003/002,Cipete,Tebet,Jakarta Utara,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000934,3671013103030934,Eko Saputra,Tangerang,2003-03-31,Laki-Laki,B,Jl. Tanjung No. 5,006/006,Cempaka Putih,Sukmajaya,Tangerang,Banten,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000935,3275010112670935,Sutrisno Wibowo,Bekasi,1967-12-01,Laki-Laki,B,Jl. Situmorang No. 129,003/005,Sukajadi,Kramat Jati,Bekasi,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000936,3671014410720936,Nina Hidayat,Tangerang,1972-10-04,Perempuan,A,Jl. Susanto No. 71,009/006,Sukajadi,Cengkareng,Tangerang,Banten,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000937,3171016209970937,Rina Saputra,Jakarta Pusat,1997-09-22,Perempuan,A,Jl. Pratama No. 82,010/001,Cempaka Putih,Tebet,Jakarta Pusat,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000938,3175016407020938,Rina Panjaitan,Jakarta Timur,2002-07-24,Perempuan,B,Jl. Panjaitan No. 34,005/001,Cipete,Serpong,Jakarta Timur,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000939,3674016002750939,Wulan Siregar,Tangerang Selatan,1975-02-20,Perempuan,B,Jl. Firmansyah No. 52,003/005,Duren Sawit,Serpong,Tangerang Selatan,Jawa Barat,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000940,3671012508800940,Ahmad Halim,Tangerang,1980-08-25,Laki-Laki,O,Jl. Tanjung No. 44,001/010,Cipete,Kramat Jati,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000941,3671016204740941,Maya Tanjung,Tangerang,1974-04-22,Perempuan,AB,Jl. Hutapea No. 129,009/005,Sukajadi,Sukmajaya,Tangerang,Banten,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000942,3174011203880942,Hadi Firmansyah,Jakarta Selatan,1988-03-12,Laki-Laki,B,Jl. Handoko No. 36,008/010,Rawa Bunga,Cengkareng,Jakarta Selatan,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000943,3175011005650943,Eko Hutapea,Jakarta Timur,1965-05-10,Laki-Laki,B,Jl. Permana No. 122,006/006,Sukajadi,Kramat Jati,Jakarta Timur,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000944,3174011009840944,Hadi Rahman,Jakarta Selatan,1984-09-10,Laki-Laki,O,Jl. Siregar No. 148,012/007,Cipete,Bekasi Timur,Jakarta Selatan,DKI Jakarta,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000945,3674016006780945,Nina Gunawan,Tangerang Selatan,1978-06-20,Perempuan,A,Jl. Nugroho No. 130,002/007,Cipete,Cengkareng,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000946,3175011010910946,Hendra Kusuma,Jakarta Timur,1991-10-10,Laki-Laki,B,Jl. Siregar No. 36,003/006,Sukamaju,Tebet,Jakarta Timur,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000947,3173015401650947,Novi Wibowo,Jakarta Barat,1965-01-14,Perempuan,B,Jl. Hidayat No. 45,005/005,Sukajadi,Kramat Jati,Jakarta Barat,DKI Jakarta,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000948,3171015909950948,Rina Panjaitan,Jakarta Pusat,1995-09-19,Perempuan,AB,Jl. Santoso No. 123,003/006,Sukajadi,Bekasi Timur,Jakarta Pusat,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000949,3671011704020949,Krisna Handoko,Tangerang,2002-04-17,Laki-Laki,O,Jl. Hutapea No. 63,002/007,Cempaka Putih,Cengkareng,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000950,3671015210910950,Melati Susanto,Tangerang,1991-10-12,Perempuan,O,Jl. Rahman No. 19,006/008,Sukamaju,Kramat Jati,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000951,3275012205920951,Rudi Halim,Bekasi,1992-05-22,Laki-Laki,O,Jl. Kurniawan No. 59,003/008,Kebon Baru,Tebet,Bekasi,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000952,3276014502840952,Rina Gunawan,Depok,1984-02-05,Perempuan,B,Jl. Susanto No. 80,007/008,Sukamaju,Cengkareng,Depok,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000953,3671010911850953,Slamet Lubis,Tangerang,1985-11-09,Laki-Laki,A,Jl. Halim No. 26,011/007,Sukamaju,Kramat Jati,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000954,3173014105940954,Yanti Suryadi,Jakarta Barat,1994-05-01,Perempuan,O,Jl. Permana No. 14,005/007,Duren Sawit,Serpong,Jakarta Barat,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000955,3271015311020955,Ayu Halim,Bogor,2002-11-13,Perempuan,AB,Jl. Saputra No. 46,007/009,Cipete,Serpong,Bogor,Jawa Barat,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000956,3671011211730956,Eko Hutapea,Tangerang,1973-11-12,Laki-Laki,O,Jl. Permana No. 13,008/005,Sukamaju,Tebet,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000957,3671016704760957,Dewi Simanjuntak,Tangerang,1976-04-27,Perempuan,O,Jl. Gunawan No. 76,001/009,Duren Sawit,Kramat Jati,Tangerang,Banten,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000958,3271015207930958,Siti Suryadi,Bogor,1993-07-12,Perempuan,A,Jl. Simanjuntak No. 29,006/001,Cipete,Kramat Jati,Bogor,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000959,3173010405840959,Dedi Panjaitan,Jakarta Barat,1984-05-04,Laki-Laki,AB,Jl. Halim No. 118,012/010,Kebon Baru,Serpong,Jakarta Barat,DKI Jakarta,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000960,3275010208710960,Andi Gunawan,Bekasi,1971-08-02,Laki-Laki,A,Jl. Wibowo No. 132,012/002,Rawa Bunga,Serpong,Bekasi,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000961,3175015505970961,Putri Santoso,Jakarta Timur,1997-05-15,Perempuan,A,Jl. Permana No. 30,004/010,Duren Sawit,Cengkareng,Jakarta Timur,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000962,3276011502990962,Rudi Siregar,Depok,1999-02-15,Laki-Laki,O,Jl. Firmansyah No. 48,005/009,Sukamaju,Sukmajaya,Depok,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000963,3276014311650963,Indah Santoso,Depok,1965-11-03,Perempuan,O,Jl. Lubis No. 34,005/005,Bintaro,Sukmajaya,Depok,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000964,3175010112740964,Fajar Nugroho,Jakarta Timur,1974-12-01,Laki-Laki,A,Jl. Simanjuntak No. 74,012/010,Bintaro,Sukmajaya,Jakarta Timur,DKI Jakarta,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000965,3175015204800965,Wati Rahman,Jakarta Timur,1980-04-12,Perempuan,AB,Jl. Halim No. 114,003/008,Bintaro,Kramat Jati,Jakarta Timur,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000966,3172015107680966,Indah Wibowo,Jakarta Utara,1968-07-11,Perempuan,O,Jl. Rahman No. 89,002/004,Rawa Bunga,Cengkareng,Jakarta Utara,DKI Jakarta,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000967,3171015101930967,Yanti Suryadi,Jakarta Pusat,1993-01-11,Perempuan,B,Jl. Simanjuntak No. 91,010/007,Cipete,Tebet,Jakarta Pusat,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
