application_id,NIK,company_name,owner_name,industry,sub_industry,province,city,branch_name,region,rm_id,rm_name,rm_branch_name,level,loan_requested,collateral_type,collateral_market_value,collateral_ratio,estimated_dsr,revenue_growth_pct,profit_margin_2025,slik_worst_collectability,status_dhn,bank_best_avg_balance_6m,bank_best_current_balance,identity_passed,character_score,character_notes,collateral_score,collateral_notes,financial_score,financial_notes,cashflow_score,cashflow_notes,risk_score,decision,zone,jenis_kredit_rekomendasi,nominal_disetujui,jangka_waktu_bulan,bunga_persen,insight,insight_kategori,label
APP202600314,3275011202820314,PT Santoso Mandiri,Dimas Hutapea,Manufaktur,Furniture,Jawa Barat,Bekasi,KCP Bogor Baranangsiang,Region 3,RM0018,Slamet Situmorang,KCP Bogor Baranangsiang,Senior RB,500000000,Tanah,4534563000,9.07,3.0,0.2364,0.1383,2.0,Tidak,142558186,107739471,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 907% dari pinjaman,0.811,"Omset tumbuh +23.6% (2024→2025), margin laba 13.8%",0.894,"Saldo rata-rata 23.8x omset bulanan, saldo real-time 18.0x omset bulanan",0.843,Layak,Hijau,KI,500000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.81, Collateral 1.00, Cashflow 0.89) berada di zona aman.",Layak karena,Diterima
APP202600315,3671015511980315,CV Firmansyah Mandiri,Kartika Nugroho,Jasa,Laundry,Banten,Tangerang,KCP Bogor Baranangsiang,Region 4,RM0019,Maya Lubis,KCP Bogor Baranangsiang,Senior RB,750000000,Gudang,2479736000,3.31,3.0,0.3883,0.0519,1.0,Tidak,7154065,11493207,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 331% dari pinjaman,0.671,"Omset tumbuh +38.8% (2024→2025), margin laba 5.2%",0.267,"Saldo rata-rata 4.4x omset bulanan, saldo real-time 7.0x omset bulanan",0.836,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600316,3173012810660316,UD Handoko Abadi,Rian Kusuma,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Barat,KCP Cibubur,Region 3,RM0038,Ani Firmansyah,KCP Cibubur,Senior RB,200000000,Tanah,3569896000,17.85,3.0,-0.0088,0.1108,1.0,Tidak,6604415,7115105,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1785% dari pinjaman,0.59,"Omset stagnan -0.9% (2024→2025), margin laba 11.1%",0.309,"Saldo rata-rata 6.2x omset bulanan, saldo real-time 6.7x omset bulanan",0.804,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600317,3174016411710317,PT Panjaitan Sejahtera,Novi Hutapea,Manufaktur,Pengolahan Makanan Ringan,DKI Jakarta,Jakarta Selatan,KCP Bekasi Barat,Region 4,RM0011,Indah Firmansyah,KCP Bekasi Barat,Senior RB,50000000,Rumah,6785250000,135.71,2.13,-0.0396,0.1512,3.0,Tidak,14904499,1631596,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 13571% dari pinjaman,0.676,"Omset menurun -4.0% (2024→2025), margin laba 15.1%",0.0,"Saldo rata-rata 2.9x omset bulanan, saldo real-time 0.3x omset bulanan, overdraft 2x dalam 6 bulan, memiliki rekening dormant",0.614,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202600318,3276010104730318,PT Wibowo Makmur,Yudi Hutapea,Pertanian,Peternakan Ayam,Jawa Barat,Depok,KCP Kelapa Gading,Region 3,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,50000000,Ruko,1985474000,39.71,3.0,-0.2032,0.2306,1.0,Tidak,11315915,12581054,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3971% dari pinjaman,0.578,"Omset menurun -20.3% (2024→2025), margin laba 23.1%",0.729,"Saldo rata-rata 14.5x omset bulanan, saldo real-time 16.1x omset bulanan",0.843,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.58, Collateral 1.00, Cashflow 0.73) berada di zona aman.",Layak karena,Diterima
APP202600319,3271010303780319,CV Suryadi Abadi,Sutrisno Gunawan,Manufaktur,Konveksi,Jawa Barat,Bogor,KCP Cikini,Region 2,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,150000000,Rumah,4575697000,30.5,3.0,-0.0287,0.1366,2.0,Tidak,16544081,20073447,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 3050% dari pinjaman,0.647,"Omset menurun -2.9% (2024→2025), margin laba 13.7%",0.693,"Saldo rata-rata 13.2x omset bulanan, saldo real-time 16.0x omset bulanan",0.782,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.65, Collateral 1.00, Cashflow 0.69) berada di zona aman.",Layak karena,Diterima
APP202600320,3671015610660320,CV Suryadi Makmur,Fitri Tanjung,Manufaktur,Furniture,Banten,Tangerang,KCP Bekasi Barat,Region 1,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,750000000,Tanah,1726824000,2.3,3.0,0.1975,0.0321,1.0,Tidak,29340338,37098216,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 230% dari pinjaman,0.504,"Omset tumbuh +19.8% (2024→2025), margin laba 3.2%",0.457,"Saldo rata-rata 8.5x omset bulanan, saldo real-time 10.8x omset bulanan",0.81,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600321,3276015605790321,UD Wijaya Makmur,Wati Wijaya,Transportasi,Ekspedisi Kecil,Jawa Barat,Depok,KCP Kelapa Gading,Region 1,RM0008,Retno Kusuma,KCP Kelapa Gading,Junior RB,200000000,Ruko,8120427000,40.6,3.0,0.0738,0.1521,1.0,Tidak,55721101,62777126,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 4060% dari pinjaman,0.744,"Omset tumbuh +7.4% (2024→2025), margin laba 15.2%",0.771,"Saldo rata-rata 17.2x omset bulanan, saldo real-time 19.3x omset bulanan, overdraft 1x dalam 6 bulan",0.893,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.74, Collateral 1.00, Cashflow 0.77) berada di zona aman.",Layak karena,Diterima
APP202600322,3275012303740322,CV Setiawan Sejahtera,Irfan Lubis,Jasa,Bengkel,Jawa Barat,Bekasi,KCP Tebet,Region 3,RM0004,Rita Halim,KCP Tebet,Junior RB,500000000,Rumah,5329275000,10.66,3.0,0.0451,0.1238,1.0,Tidak,1365301,764156,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1066% dari pinjaman,0.657,"Omset tumbuh +4.5% (2024→2025), margin laba 12.4%",0.033,"Saldo rata-rata 0.9x omset bulanan, saldo real-time 0.5x omset bulanan",0.81,Layak,Hijau,KI,500000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600323,3171011708000323,CV Setiawan Makmur,Andi Kurniawan,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Pusat,KCP Bekasi Barat,Region 4,RM0010,Indah Rahman,KCP Bekasi Barat,Senior RB,200000000,Rumah,10555898000,52.78,3.0,0.0489,0.0745,2.0,Tidak,17836707,26974879,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 5278% dari pinjaman,0.528,"Omset tumbuh +4.9% (2024→2025), margin laba 7.4%",0.583,"Saldo rata-rata 9.8x omset bulanan, saldo real-time 14.9x omset bulanan",0.729,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.53, Collateral 1.00, Cashflow 0.58) berada di zona aman.",Layak karena,Diterima
APP202600324,3173015603950324,PT Halim Abadi,Ika Gunawan,Kuliner,Warung Makan,DKI Jakarta,Jakarta Barat,KCP Tangerang BSD,Region 1,RM0024,Rita Tanjung,KCP Tangerang BSD,Junior RB,150000000,Rumah,2084106000,13.89,3.0,0.1128,0.1218,1.0,Tidak,1943467,1987751,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1389% dari pinjaman,0.692,"Omset tumbuh +11.3% (2024→2025), margin laba 12.2%",0.078,"Saldo rata-rata 1.6x omset bulanan, saldo real-time 1.7x omset bulanan",0.815,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600325,3175011904000325,PT Hidayat Jaya,Rudi Kusuma,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Timur,KCP Kemang,Region 4,RM0029,Bayu Lubis,KCP Kemang,Junior RB,750000000,Tanah,1471353000,1.96,3.0,0.2444,0.0627,1.0,Tidak,11752779,9312661,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 196% dari pinjaman,0.614,"Omset tumbuh +24.4% (2024→2025), margin laba 6.3%",0.0,"Saldo rata-rata 3.4x omset bulanan, saldo real-time 2.7x omset bulanan, overdraft 3x dalam 6 bulan",0.78,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600326,3171014107980326,CV Wibowo Makmur,Sri Rahman,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Pusat,KCP Tangerang BSD,Region 3,RM0024,Rita Tanjung,KCP Tangerang BSD,Junior RB,300000000,Tanah,6565284000,21.88,3.0,-0.0858,0.0677,1.0,Tidak,20859604,12853727,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 2188% dari pinjaman,0.429,"Omset menurun -8.6% (2024→2025), margin laba 6.8%",0.519,"Saldo rata-rata 13.1x omset bulanan, saldo real-time 8.1x omset bulanan",0.785,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600327,3174011611660327,CV Santoso Mandiri,Arif Rahman,Jasa,Laundry,DKI Jakarta,Jakarta Selatan,KCP Tangerang BSD,Region 4,RM0021,Slamet Situmorang,KCP Tangerang BSD,Junior RB,100000000,Gudang,9512340000,95.12,3.0,0.1783,0.1314,3.0,Tidak,11045656,14522355,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,0.2,LTV agunan 9512% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.757,"Omset tumbuh +17.8% (2024→2025), margin laba 13.1%",0.181,"Saldo rata-rata 8.8x omset bulanan, saldo real-time 11.5x omset bulanan, overdraft 3x dalam 6 bulan",0.497,Perlu Review Ulang,Kuning,KMK,100000000,12,12.0,Perlu review ulang karena skor gabungan (0.50) berada di area abu-abu — disarankan OTS/wawancara lanjutan sebelum keputusan final.,Perlu review ulang karena,Diterima
APP202600328,3671012203720328,PT Lubis Jaya,Joko Tanjung,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Bogor Baranangsiang,Region 1,RM0017,Sutrisno Suryadi,KCP Bogor Baranangsiang,Senior RB,100000000,Rumah,9452367000,94.52,3.0,0.2326,0.1286,2.0,Tidak,9444037,9336879,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 9452% dari pinjaman,0.782,"Omset tumbuh +23.3% (2024→2025), margin laba 12.9%",0.628,"Saldo rata-rata 13.2x omset bulanan, saldo real-time 13.0x omset bulanan",0.809,Layak,Hijau,KMK,100000000,12,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.78, Collateral 1.00, Cashflow 0.63) berada di zona aman.",Layak karena,Diterima
APP202600329,3175015702950329,UD Wijaya Sejahtera,Sari Rahman,Pertanian,Peternakan Ayam,DKI Jakarta,Jakarta Timur,KCP Pluit,Region 3,RM0034,Iwan Nugroho,KCP Pluit,Junior RB,100000000,Ruko,4533106000,45.33,3.0,0.0326,0.2118,1.0,Tidak,105557104,164486076,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 4533% dari pinjaman,0.72,"Omset tumbuh +3.3% (2024→2025), margin laba 21.2%",1.0,"Saldo rata-rata 24.2x omset bulanan, saldo real-time 37.6x omset bulanan",0.906,Layak,Hijau,KMK,100000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.72, Collateral 1.00, Cashflow 1.00) berada di zona aman.",Layak karena,Diterima
APP202600330,3671010609730330,UD Hutapea Jaya,Rizky Susanto,Pertanian,Distributor Hasil Tani,Banten,Tangerang,KCP Bekasi Barat,Region 1,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,75000000,Tanah,1142265000,15.23,3.0,0.2413,0.0362,1.0,Tidak,12627181,22567972,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 1523% dari pinjaman,0.541,"Omset tumbuh +24.1% (2024→2025), margin laba 3.6%",0.716,"Saldo rata-rata 11.0x omset bulanan, saldo real-time 19.6x omset bulanan",0.833,Layak,Hijau,KMK,75000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.54, Collateral 1.00, Cashflow 0.72) berada di zona aman.",Layak karena,Diterima
APP202600331,3276016103650331,PT Tanjung Jaya,Retno Gunawan,Kuliner,Warung Makan,Jawa Barat,Depok,KCP Cikini,Region 1,RM0025,Wahyu Susanto,KCP Cikini,Junior RB,1000000000,Gudang,5040343000,5.04,3.0,0.0319,0.052,2.0,Tidak,53619091,33450316,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 504% dari pinjaman,0.458,"Omset tumbuh +3.2% (2024→2025), margin laba 5.2%",0.807,"Saldo rata-rata 22.4x omset bulanan, saldo real-time 14.0x omset bulanan",0.742,Layak,Hijau,KI,1000000000,36,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600332,3271014511860332,CV Halim Abadi,Novi Suryadi,Pertanian,Peternakan Ayam,Jawa Barat,Bogor,KCP Depok Margonda,Region 1,RM0016,Suryani Setiawan,KCP Depok Margonda,Junior RB,200000000,Ruko,3471140000,17.36,3.0,-0.2408,0.1068,0.0,Tidak,20931978,15417381,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 1736% dari pinjaman,0.44,"Omset menurun -24.1% (2024→2025), margin laba 10.7%",0.773,"Saldo rata-rata 18.3x omset bulanan, saldo real-time 13.5x omset bulanan",0.673,Layak Bersyarat,Kuning,KI,200000000,36,12.0,Layak bersyarat karena Financial — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202600333,3671011506010333,CV Halim Makmur,Bayu Santoso,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Bekasi Barat,Region 3,RM0011,Indah Firmansyah,KCP Bekasi Barat,Senior RB,100000000,Gudang,4154370000,41.54,3.0,0.3137,0.0607,4.0,Tidak,10000667,13468819,True,0.2,Kolektibilitas terburuk: Diragukan di 1 bank,1.0,LTV agunan 4154% dari pinjaman,0.65,"Omset tumbuh +31.4% (2024→2025), margin laba 6.1%",0.263,"Saldo rata-rata 8.3x omset bulanan, saldo real-time 11.2x omset bulanan, overdraft 2x dalam 6 bulan",0.535,Perlu Review Ulang,Kuning,KMK,100000000,12,12.0,Perlu review ulang karena skor gabungan (0.53) berada di area abu-abu — disarankan OTS/wawancara lanjutan sebelum keputusan final.,Perlu review ulang karena,Ditolak
APP202600334,3172012211970334,CV Saputra Mandiri,Rudi Wibowo,Manufaktur,Furniture,DKI Jakarta,Jakarta Utara,KCP Depok Margonda,Region 2,RM0013,Krisna Permana,KCP Depok Margonda,Junior RB,50000000,Gudang,4157070000,83.14,3.0,0.3355,0.1512,1.0,Tidak,42500190,54426741,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,0.2,LTV agunan 8314% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.901,"Omset tumbuh +33.6% (2024→2025), margin laba 15.1%",0.632,"Saldo rata-rata 13.5x omset bulanan, saldo real-time 17.3x omset bulanan, overdraft 1x dalam 6 bulan",0.766,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Collateral tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600335,3671012012980335,PT Rahman Abadi,Irfan Simanjuntak,Transportasi,Rental Kendaraan,Banten,Tangerang,KCP Tebet,Region 4,RM0003,Dedi Kurniawan,KCP Tebet,Senior RB,1000000000,Tanah,1802416000,1.8,3.0,-0.1158,0.1922,3.0,Ya,2663763,3945514,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,1.0,LTV agunan 180% dari pinjaman,0.631,"Omset menurun -11.6% (2024→2025), margin laba 19.2%",0.434,"Saldo rata-rata 7.4x omset bulanan, saldo real-time 11.0x omset bulanan",,Tidak Layak,Merah,-,0,0,,Tidak layak karena nasabah terdaftar di Daftar Hitam Nasional (Terlibat kasus fraud dokumen).,Tidak layak karena,Ditolak
APP202600336,3276016710670336,PT Wijaya Sejahtera,Dewi Nugroho,Transportasi,Rental Kendaraan,Jawa Barat,Depok,KCP Kemang,Region 1,RM0031,Yanti Suryadi,KCP Kemang,Junior RB,300000000,Ruko,4223272000,14.08,3.0,0.1602,0.1348,1.0,Tidak,7942233,7893714,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1408% dari pinjaman,0.756,"Omset tumbuh +16.0% (2024→2025), margin laba 13.5%",0.135,"Saldo rata-rata 2.8x omset bulanan, saldo real-time 2.8x omset bulanan",0.832,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600337,3275012707960337,CV Nugroho Mandiri,Agus Tanjung,Jasa,Bengkel,Jawa Barat,Bekasi,KCP Kemang,Region 4,RM0030,Doni Simanjuntak,KCP Kemang,Junior RB,100000000,Tanah,5642046000,56.42,3.0,-0.0356,0.0871,1.0,Tidak,10949551,18169420,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 5642% dari pinjaman,0.511,"Omset menurun -3.6% (2024→2025), margin laba 8.7%",0.924,"Saldo rata-rata 16.3x omset bulanan, saldo real-time 27.0x omset bulanan",0.862,Layak,Hijau,KMK,100000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.51, Collateral 1.00, Cashflow 0.92) berada di zona aman.",Layak karena,Diterima
APP202600338,3172015404760338,CV Panjaitan Makmur,Rita Tanjung,Manufaktur,Pengolahan Makanan Ringan,DKI Jakarta,Jakarta Utara,KCP Bekasi Barat,Region 1,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,50000000,Ruko,1380756000,27.62,3.0,-0.0757,0.0328,1.0,Tidak,28482523,32711329,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 2762% dari pinjaman,0.342,"Omset menurun -7.6% (2024→2025), margin laba 3.3%",0.631,"Saldo rata-rata 12.3x omset bulanan, saldo real-time 14.1x omset bulanan",0.787,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600339,3174013101880339,UD Wibowo Jaya,Hadi Pratama,Transportasi,Ekspedisi Kecil,DKI Jakarta,Jakarta Selatan,KCP Cikini,Region 2,RM0027,Sari Setiawan,KCP Cikini,Senior RB,300000000,Ruko,5368849000,17.9,3.0,-0.0905,0.1422,3.0,Tidak,26159696,17221193,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 1790% dari pinjaman,0.625,"Omset menurun -9.0% (2024→2025), margin laba 14.2%",0.698,"Saldo rata-rata 17.2x omset bulanan, saldo real-time 11.4x omset bulanan",0.664,Layak Bersyarat,Kuning,KI,300000000,36,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Ditolak
APP202600340,3671010808860340,PT Susanto Jaya,Joko Gunawan,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Depok Margonda,Region 3,RM0015,Desi Wijaya,KCP Depok Margonda,Junior RB,100000000,Ruko,5098505000,50.99,3.0,0.209,0.1296,1.0,Tidak,47634514,49907651,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 5099% dari pinjaman,0.771,"Omset tumbuh +20.9% (2024→2025), margin laba 13.0%",0.675,"Saldo rata-rata 17.9x omset bulanan, saldo real-time 18.7x omset bulanan, overdraft 2x dalam 6 bulan",0.886,Layak,Hijau,KMK,100000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.77, Collateral 1.00, Cashflow 0.68) berada di zona aman.",Layak karena,Diterima
APP202600341,3171012903930341,PT Kurniawan Abadi,Taufik Siregar,Manufaktur,Furniture,DKI Jakarta,Jakarta Pusat,KCP Kelapa Gading,Region 2,RM0008,Retno Kusuma,KCP Kelapa Gading,Junior RB,200000000,Tanah,3559270000,17.8,3.0,-0.59,0.0696,1.0,Tidak,17643667,25726886,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,0.2,LTV agunan 1780% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.186,"Omset menurun -59.0% (2024→2025), margin laba 7.0%",0.894,"Saldo rata-rata 15.4x omset bulanan, saldo real-time 22.5x omset bulanan",0.614,Layak Bersyarat,Kuning,KI,200000000,36,12.0,"Layak bersyarat karena Financial, Collateral — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202600342,3671010511680342,CV Lubis Jaya,Bayu Panjaitan,Manufaktur,Konveksi,Banten,Tangerang,KCP Tangerang BSD,Region 4,RM0021,Slamet Situmorang,KCP Tangerang BSD,Junior RB,750000000,Rumah,3755772000,5.01,3.0,0.1991,0.1176,2.0,Tidak,16101760,14852008,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 501% dari pinjaman,0.733,"Omset tumbuh +19.9% (2024→2025), margin laba 11.8%",0.437,"Saldo rata-rata 9.4x omset bulanan, saldo real-time 8.7x omset bulanan",0.777,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600343,3671011007720343,CV Rahman Abadi,Iwan Lubis,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Bekasi Barat,Region 1,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,750000000,Ruko,14654228000,19.54,3.0,0.2079,0.1507,3.0,Tidak,106208526,61424884,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 1954% dari pinjaman,0.825,"Omset tumbuh +20.8% (2024→2025), margin laba 15.1%",0.337,"Saldo rata-rata 8.7x omset bulanan, saldo real-time 5.0x omset bulanan",0.673,Layak Bersyarat,Kuning,KI,750000000,36,12.0,"Layak bersyarat karena Character, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202600344,3671012801020344,UD Situmorang Mandiri,Dimas Kusuma,Perdagangan,Grosir Pakaian,Banten,Tangerang,KCP Pluit,Region 4,RM0033,Yudi Rahman,KCP Pluit,Senior RB,1000000000,Ruko,2182848000,2.18,3.0,0.2809,0.066,1.0,Tidak,34719004,27516063,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 218% dari pinjaman,0.645,"Omset tumbuh +28.1% (2024→2025), margin laba 6.6%",0.53,"Saldo rata-rata 12.2x omset bulanan, saldo real-time 9.7x omset bulanan",0.856,Layak,Hijau,KI,1000000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.65, Collateral 1.00, Cashflow 0.53) berada di zona aman.",Layak karena,Diterima
APP202600345,3172011103890345,PT Handoko Sejahtera,Ahmad Lubis,Transportasi,Rental Kendaraan,DKI Jakarta,Jakarta Utara,KCP Tebet,Region 4,RM0001,Ani Tanjung,KCP Tebet,Junior RB,300000000,Rumah,10682905000,35.61,3.0,-0.0841,0.2262,1.0,Tidak,7569557,4392038,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 3561% dari pinjaman,0.65,"Omset menurun -8.4% (2024→2025), margin laba 22.6%",0.253,"Saldo rata-rata 6.5x omset bulanan, saldo real-time 3.8x omset bulanan",0.818,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
